	TVIZ
	OPTT
	RNVA
	VXUP
	GBSN
	DRWIW
	GYRO
	FREE
1972	SHLM
1972	COKE
1972	ALOG
1972	AMAT
1973	WDFC
1980	KLAC
1980	AAPL
1981	DAIO
1981	CBRL
1981	FONR
1981	CSII
1981	DGAS
1981	SEIC
1982	CORT
1982	QSII
1982	EMCI
1982	CSPI
1983	SPAN
1983	CTAS
1983	PAYX
1983	ALOT
1983	GIGA
1983	CASY
1983	VALU
1983	CAMP
1983	KTCC
1983	RELL
1983	HCSG
1983	AMGN
1983	ISRL
1984	ENZN
1984	NANO
1984	MGRC
1984	LRCX
1984	MENT
1984	IDTI
1985	HTCH
1985	ROST
1985	LYTS
1985	ACAD
1985	JKHY
1986	MSFT
1986	CYTR
1986	TROW
1986	TECD
1986	SKYW
1986	ASTE
1986	WERN
1986	AEPI
1986	LAKE
1986	CY
1986	SIGM
1986	XOMA
1986	FISV
1986	DGICB
1986	JJSF
1986	PTSI
1986	LLTC
1986	MRTN
1986	HTLD
1986	NAVG
1986	CERN
1986	AMWD
1986	RGEN
1986	ADBE
1986	VIVO
1987	CYBE
1987	IIVI
1987	IMKTA
1987	ICCC
1987	EEI
1987	CNBKA
1987	LABL
1987	PLAB
1987	CNMD
1987	SAFM
1987	CELG
1987	FAST
1987	FBNC
1987	XRAY
1988	ALTR
1988	TORM          
1988	MXIM
1989	CRUS
1989	GIII
1989	SYMC
1989	SPLS
1989	NEOG
1989	CGNX
1989	MFRI
1989	IMGN
1989	GSBC
1989	DGII
1990	CSCO
1990	BEAV
1990	MTRX
1990	HOLX
1990	ACAT
1990	XLNX
1990	TRMB
1991	ARIS
1991	MNRO
1991	AMSC
1991	ISIS
1991	ALKS
1991	QCOM
1991	RTK
1991	STFC
1991	BONT
1991	EZPW
1991	TTEK
1991	VRTX
1991	PRGS
1991	FCFS
1991	REGN
1991	LCUT
1991	IDXX
1991	MGIC
1991	ODFL
1991	JBSS
1991	ISIG
1991	ZBRA
1991	WRLD
1991	ATML
1991	SONC
1992	SCLN
1992	SCHL
1992	COLB
1992	ESRX
1992	SMRT
1992	STEM
1992	HMSY
1992	ULBI
1992	DWCH
1992	MRVC
1992	EFII
1992	CAKE
1992	OFIX
1992	AHPI
1992	SPNS
1992	USAK
1992	FINL
1992	CPSS
1992	ABAX
1992	TRIB
1992	CACC
1992	LAYN
1992	ICUI
1992	SPNC
1992	FRED
1992	BBBY
1992	WIRE
1992	KOPN
1992	PDCO
1992	PDLI
1992	PRCP
1992	GILD
1992	MSON
1992	SNPS
1992	SBUX
1992	BAMM
1993	NATH
1993	FLIR
1993	SCHN
1993	UFPT
1993	MCHP
1993	PLNR
1993	PRKR
1993	RCKY
1993	PTEN
1993	ORLY
1993	INOD
1993	MCRI
1993	INTU
1993	GMCR
1993	MAGS
1993	VICL
1993	SCON
1993	FOSL
1993	CENT
1993	ITRI
1993	UTEK
1993	WMAR
1993	LAND
1993	URBN
1993	AVID
1993	SCVL
1993	UFPI
1993	KTEC
1993	UEIC
1993	LSTR
1993	CREE
1993	SANM
1993	ROCK
1993	SHLO
1993	SHOO
1993	BANF
1993	OKSB
1993	PERY
1993	PZZA
1993	CASH
1993	BBSI
1994	CVTI
1994	FLEX
1994	VVUS
1994	TSCO
1994	EMMS
1994	CPRT
1994	SSYS
1994	SGMA
1994	CETV
1994	LJPC
1994	TESS
1994	PENN
1994	VECO
1994	ARIA
1994	WAVX
1994	DSPG
1994	USAP
1994	NNBR
1994	MATW
1994	MIND
1994	MTSN
1994	TSEM
1994	AZPN
1994	ADTN
1994	ARTX
1994	MINI
1994	ABCB
1994	DAKT
1994	APOL
1994	ZEUS
1994	BCRX
1995	FEIC
1995	ASFI
1995	NTAP
1995	ANAD
1995	SNDK
1995	ASML
1995	MYGN
1995	AEIS
1995	HLIT
1995	ISSI
1995	NWPX
1995	KFRC
1995	PRXL
1995	DSWL
1995	RICK
1995	SMSI
1995	BRKS
1995	WSTL
1995	POOL
1995	SBGI
1995	CTXS
1995	RCII
1995	NATI
1995	RSYS
1995	DLTR
1995	IVAC
1995	ISNS
1995	NSIT
1995	HDNG
1995	ATLC
1995	TAIT
1995	DISH
1995	HSIC
1996	MVIS
1996	HUBG
1996	TACT
1996	ARQL
1996	IRIX
1996	STRA
1996	STNR
1996	TAXI
1996	ISCA
1996	STLD
1996	STAF
1996	LPTH
1996	UNFI
1996	AWRE
1996	NBIX
1996	LNDC
1996	ALXN
1996	ARDM
1996	YHOO
1996	TISA
1996	JAKK
1996	HIBB
1996	SRCL
1996	BVSN
1996	LAMR
1996	RSTI
1996	KVHI
1996	SYKE
1996	PRGX
1996	CMCO
1996	VSAT
1996	AFFX
1996	PLUS
1996	CALM
1996	TTEC
1996	PLCM
1996	SNAK
1996	EXAC
1996	ANSS
1996	PFBI
1996	PEGA
1996	CHKP
1996	CSGS
1996	SEAC
1996	CENX
1996	GERN
1996	FLML
1996	WLFC
1996	OTEX
1996	FORR
1997	CRZO
1997	EPIQ
1997	BASI
1997	RYAAY
1997	TTWO
1997	POWI
1997	SYNT
1997	RMBS
1997	SLGN
1997	FARO
1997	EMKR
1997	ELTK
1997	GIFI
1997	AEHR
1997	HSKA
1997	PSEM
1997	CRESY
1997	OZRK
1997	RNWK
1997	MTSL
1997	LOGI
1997	CHRW
1997	CERS
1997	OSIS
1997	AMCC
1997	RDCM
1997	EEFT
1997	RITT
1997	EDAP
1997	AMZN
1997	CTHR
1997	CTIB
1997	CTIC
1997	CLWT
1997	ACAS
1997	CWST
1997	PGNX
1997	PLCE
1997	SNHY
1998	EBAY
1998	MSTR
1998	BEBE
1998	BDMS
1998	MRCY
1998	MANH
1998	RMTI
1998	CMLS
1998	ELON
1998	RBCAA
1998	SRDX
1998	VRSN
1998	BRCM
1998	LMIA
1998	AXTI
1998	NUTR
1998	ICLR
1998	ULTI
1998	CTSH
1998	COLM
1998	COBZ
1998	CECO
1998	CFNL
1998	AMKR
1998	PDII
1998	EVOL
1998	JST
1998	SCSS
1998	MBWM
1998	CSGP
1998	PCCC
1998	CRAI
1999	OBAS
1999	IGLD
1999	AMRI
1999	IDSY
1999	PCLN
1999	ABTL
1999	NVDA
1999	FLWS
1999	UTHR
1999	CRDS
1999	GAIA
1999	SALM
1999	FNSR
1999	NTCT
1999	MKSI
1999	QUIK
1999	INAP
1999	EXTR
1999	STMP
1999	EPAY
1999	PFSW
1999	AKAM
1999	TIVO
1999	ARLP
1999	ININ
1999	TUES
1999	CLCT
1999	BMRN
1999	PLUG
1999	FCS
1999	RDWR
1999	FFIV
1999	JCOM
1999	PRFT
1999	FISI
1999	ROIA
1999	PCTI
1999	PSUN
1999	EGOV
1999	LIOX
1999	SBSA
1999	ALSK
1999	EGAN
1999	DTLK
1999	IMMR
1999	SBAC
1999	BSQR
1999	HSII
1999	BRCD
1999	PVTB
1999	AUDC
2000	CRWN
2000	RIGL
2000	ACPW
2000	RECN
2000	ILMN
2000	ACLS
2000	ARRY
2000	MDCO
2000	DYAX
2000	ISIL
2000	LTRX
2000	QBAK
2000	LPSN
2000	CPHD
2000	ISRG
2000	ISSC
2000	PXLW
2000	LMNX
2000	PTIE
2000	SQNM
2000	CPST
2000	SPRT
2000	AGEN
2000	ENTG
2000	AFOP
2000	POZN
2000	TTMI
2000	EQIX
2000	PMBC
2000	TSYS
2000	SMTX
2000	CAMT
2000	EXEL
2000	ARNA
2000	CCMP
2000	SLAB
2000	BBGI
2000	XXIA
2000	OVTI
2000	CGEN
2000	SGMO
2000	ONVI
2000	NVMI
2000	GNVC
2000	VASC
2000	GRMN
2000	DCTH
2000	UTSI
2000	UTIW
2000	RTIX
2000	HBIO
2000	TBIO
2000	DRRX
2000	MRVL
2000	HSTM
2001	ABCO
2001	ALGN
2001	OMCL
2001	WOOF
2001	BABY
2001	PDFS
2001	AIQ
2001	CCRN
2001	SGEN
2001	GLAD
2001	MOSY
2001	EXAS
2002	COSI
2002	MANT
2002	KIRK
2002	CPSI
2002	OSTK
2002	RRGB
2002	WYNN
2002	MMLP
2002	SAFT
2002	VRNT
2002	JBLU
2002	CHI
2002	BGFV
2002	NFLX
2002	CME
2002	STX
2002	PRAA
2002	SYNA
2003	DTSI
2003	NTGR
2003	PRSC
2003	MRLN
2003	BWLD
2003	TSRA
2003	TICC
2003	TCBI
2003	FORM
2003	IPAS
2003	NXST
2003	IPCC
2003	CALD
2003	GOOD
2003	CHY
2003	CTRP
2003	CONN
2004	HURN
2004	BLKB
2004	MCHX
2004	INTX
2004	STXS
2004	WRES
2004	CSCD
2004	DWA
2004	MFLX
2004	DVAX
2004	AINV
2004	ANGO
2004	MKTX
2004	DRAD
2004	CHCI
2004	SNMX
2004	CHEV
2004	MNKD
2004	SBNY
2004	GOOG
2004	CVGI
2004	NILE
2004	NUVA
2004	THRX
2004	RJET
2004	JRJC
2004	JOBS
2004	ELOS
2004	GTXI
2004	TXRH
2004	CUTR
2004	NURO
2004	PSEC
2004	NCTY
2004	CSQ
2004	CYTK
2004	MPWR
2004	MNTA
2004	ARCC
2004	LONG
2004	QCCO
2004	UCTT
2004	ALNY
2004	CLMS
2004	BECN
2005	BCBP
2005	GHDX
2005	CGO
2005	CTRN
2005	GASS
2005	GAIN
2005	CYNO
2005	XNPT
2005	SIMO
2005	VIMC
2005	GRVY
2005	SNSS
2005	BLDR
2005	JVA
2005	MORN
2005	RUTH
2005	KONA
2005	BIDU
2005	ATRC
2005	ZUMZ
2005	SPWR
2005	CNTF
2005	LHCG
2005	LINC
2005	NCIT
2005	ITRN
2005	ROLL
2005	NATL
2005	UEPS
2005	WBMD
2005	IRBT
2005	ACTS
2005	RAIL
2005	DXCM
2005	MELA
2005	DMND
2005	AMSF
2005	DRYS
2005	THLD
2005	BOFI
2005	NXTM
2005	CNSL
2005	UACL
2006	APDNW
2006	APDN
2006	ANY
2006	ANTE
2006	ANIP
2006	ANIK
2006	ANDE
2006	ANDAU
2006	ANDA
2006	ANCX
2006	ANAT
2006	AMTX
2006	AMSWA
2006	AMSGP
2006	AMSG
2006	AMRN
2006	AMRK
2006	AMRB
2006	AMOV
2006	AMOT
2006	AMNB
2006	AMIC
2006	AMEH
2006	AMED
2006	AMD
2006	AMCX
2006	AMBCW
2006	AMBC
2006	AMAG
2006	ALXA
2006	ALTY
2006	VNRBP
2006	ALQA
2006	ALLT
2006	ALGT
2006	ALCO
2006	AKTX
2006	AKRX
2006	AIXG
2006	AIRT
2006	AIRR
2006	AIRM
2006	VNRAP
2006	AIMC
2006	AHGP
2006	AGZD
2006	AGYS
2006	AGND
2006	AGNCP
2006	AGNCB
2006	AGMX
2006	AGIIL
2006	AGII
2006	AFSI
2006	AFAM
2006	AEZS
2006	AEY
2006	AETI
2006	AEMD
2006	AEGN
2006	ADXSW
2006	ADXS
2006	ADSK
2006	ADRU
2006	VNR
2006	ADRE
2006	ADRD
2006	ADRA
2006	ADP
2006	ADMP
2006	ADMA
2006	ADI
2006	ADAT
2006	VNQI
2006	ACXM
2006	ACWX
2006	ACWI
2006	ACUR
2006	ACTX
2006	ACTG
2006	ACTA
2006	ACST
2006	ACOR
2006	ACNB
2006	ACIW
2006	ACHN
2006	ACHC
2006	ACGL
2006	ACFC
2006	ACET
2006	ACBI
2006	ABUS
2006	ABMD
2006	ABIO
2006	ABEOW
2006	ABEO
2006	ABDC
2006	ABCD
2006	ABAC
2006	AAXJ
2006	AAWW
2006	VNDA
2006	AAON
2006	AAME
2006	AAL
2006	VMBS
2006	VLTC
2006	VLRX
2006	VLGEA
2006	ZION
2006	VIRC
2006	VIP
2006	VIIZ
2006	VIIX
2006	VIDI
2006	VICR
2006	VIAV
2006	VIAB
2006	VIA
2006	VGSH
2006	VGLT
2006	VGIT
2006	VGGL
2006	VDTH
2006	VDSI
2006	VCSH
2006	VCLT
2006	VCIT
2006	VCEL
2006	VBND
2006	VBIV
2006	VBFC
2006	VALX
2006	UVSP
2006	UTMD
2006	UTES
2006	USMD
2006	USLV
2006	USLM
2006	USLB
2006	USEG
2006	USCR
2006	USBI
2006	USATP
2006	USAT
2006	URRE
2006	UREE
2006	UPIP
2006	UNXL
2006	UNTY
2006	UNTD
2006	UNIS
2006	UNB
2006	UNAM
2006	UMPQ
2006	UMBF
2006	ULTR
2006	UK
2006	UIHC
2006	UHAL
2006	UGLD
2006	UG
2006	UFCS
2006	UDF
2006	UCFC
2006	UCBI
2006	UCBA
2006	UBSI
2006	UBSH
2006	UBOH
2006	UBNK
2006	UBND
2006	UBIO
2006	UBFO
2006	UBCP
2006	UAE
2006	TZOO
2006	TXN
2006	TWMC
2006	TWIN
2006	TWER
2006	TW
2006	TVIX
2006	TUTT
2006	TUTI
2006	TUSA
2006	TTS
2006	TTNP
2006	TTHI
2006	TST
2006	TSRI
2006	TSBK
2006	TRST
2006	TROVW
2006	TROVU
2006	TROV
2006	TRNS
2006	TRMK
2006	TRIP
2006	TRIL
2006	TREE
2006	TRCH
2006	TRCB
2006	TQQQ
2006	TOWN
2006	TOR
2006	TOPS
2006	TNXP
2006	TMUSP
2006	TMUS
2006	TLGT
2006	TLF
2006	TIPT
2006	TINY
2006	TILE
2006	TIL
2006	THTI
2006	THRM
2006	THFF
2006	TGTX
2006	TGA
2006	TFSL
2006	TESO
2006	TENX
2006	TECH
2006	TEAR
2006	TDIV
2006	TCX
2006	ZHNE
2006	TCFC
2006	TCCO
2006	TCBK
2006	TCBIW
2006	TCBIP
2006	TCBIL
2006	TBPH
2006	TBBK
2006	TAYD
2006	TAX
2006	TATT
2006	TAST
2006	TASR
2006	TAPR
2006	SZMK
2006	SYUT
2006	SYPR
2006	SYNL
2006	SYMX
2006	SYBT
2006	SXCL
2006	SWSH
2006	SWKS
2006	SWIR
2006	SWHC
2006	SVVC
2006	SVBI
2006	SVA
2006	SUNS
2006	SUMR
2006	SUBK
2006	STRZB
2006	STRZA
2006	STRT
2006	STRS
2006	STRM
2006	STRL
2006	STPP
2006	STLY
2006	STKS
2006	STKL
2006	STIM
2006	STBZ
2006	STBA
2006	STB
2006	STAA
2006	SSRI
2006	SSRG
2006	SSH
2006	SSFN
2006	SSBI
2006	SSB
2006	SRVA
2006	SRSC
2006	SRPT
2006	SRNE
2006	SRET
2006	SRCLP
2006	SRCE
2006	SQQQ
2006	SQBG
2006	SPU
2006	SPTN
2006	SPRO
2006	SPPI
2006	SPOK
2006	SPNE
2006	SPIL
2006	SPEX
2006	SPDC
2006	SPCB
2006	SPAR
2006	SP
2006	SOXX
2006	SORL
2006	SONS
2006	SONA
2006	SOHU
2006	SOHOM
2006	SOHOL
2006	SOHO
2006	SOFO
2006	SOCL
2006	SOCB
2006	SNFCA
2006	SNDX
2006	SNDE
2006	SNCR
2006	SNC
2006	SNBC
2006	SMTP
2006	SMTC
2006	SMT
2006	SMMF
2006	SMIT
2006	SMED
2006	SMCP
2006	SMBC
2006	SLVO
2006	SLTD
2006	SLP
2006	SLMBP
2006	SLMAP
2006	SLM
2006	SLCT
2006	SKYY
2006	SKOR
2006	SKLNU
2006	SKLN
2006	SKBI
2006	SIXD
2006	SIVBO
2006	SIVB
2006	SITO
2006	SIRO
2006	SIRI
2006	SINO
2006	SINA
2006	SILC
2006	SIGI
2006	SIFY
2006	SIFI
2006	SIEB
2006	SHPG
2006	SHOS
2006	SHLDW
2006	SHLD
2006	SHIP
2006	SHEN
2006	SHBI
2006	SGYPW
2006	SGYPU
2006	SGYP
2006	SGRP
2006	SGMS
2006	SGI
2006	SGC
2006	SGBK
2006	SFST
2006	SFNC
2006	SFLY
2006	SFBC
2006	SEV
2006	SENEB
2006	SENEA
2006	SEED
2006	SCSC
2006	SBSI
2006	SBRAP
2006	SBRA
2006	SBOT
2006	SBNYW
2006	SBLKL
2006	SBLK
2006	SBFGP
2006	SBFG
2006	SBCF
2006	SBBX
2006	ZBIO
2006	SAUC
2006	SATS
2006	SASR
2006	SANW
2006	SAL
2006	SAJA
2006	SAIA
2006	SAEX
2006	SAAS
2006	RXII
2006	RXDX
2006	RVSB
2006	RVLT
2006	RUSHB
2006	RUSHA
2006	ZAGG
2006	RTRX
2006	RSAS
2006	RRM
2006	RRD
2006	RPTP
2006	RPRXZ
2006	RPRXW
2006	RPRX
2006	Z
2006	ROYL
2006	ROVI
2006	ROIC
2006	ROIAK
2006	ROBO
2006	RNST
2006	RMI
2006	RMGN
2006	RMCF
2006	RLOG
2006	RLJE
2006	RIVR
2006	RITTW
2006	RILY
2006	RIBTW
2006	RIBT
2006	RGSE
2006	YRCW
2006	RGLD
2006	RGCO
2006	RFIL
2006	REXI
2006	RENT
2006	RELY
2006	RELV
2006	REIS
2006	REFR
2006	REDF
2006	RDVY
2006	RDNT
2006	RDIB
2006	RDI
2006	RDHL
2006	RDEN
2006	RCMT
2006	RBPAA
2006	RBIO
2006	RAVN
2006	RAVE
2006	RAND
2006	RADA
2006	QYLD
2006	QVCB
2006	QVCA
2006	QUMU
2006	QTWW
2006	QTEC
2006	QRVO
2006	QRHC
2006	QQXT
2006	QQQX
2006	QQQC
2006	QQQ
2006	QQEW
2006	YPRO
2006	YORW
2006	YOD
2006	QLTI
2006	QLGC
2006	QLC
2006	QKLS
2006	QINC
2006	QGEN
2006	QDEL
2006	QCRH
2006	QCLN
2006	QAT
2006	QADB
2006	QADA
2006	QABA
2006	PYPL
2006	PYDS
2006	PXS
2006	PWX
2006	PWOD
2006	PVTBP
2006	PUMP
2006	PULB
2006	YLCO
2006	PTX
2006	PTNR
2006	PTC
2006	PSTI
2006	PSMT
2006	PSIX
2006	PSDV
2006	PSCU
2006	PSCT
2006	PSCM
2006	PSCI
2006	PSCH
2006	PSCF
2006	PSCE
2006	PSCD
2006	PSCC
2006	PSBH
2006	PSAU
2006	PRZM
2006	PRXI
2006	PRTK
2006	PRTA
2006	PRSNW
2006	PRSN
2006	PRPH
2006	PROV
2006	PRIM
2006	PRGNL
2006	PRFZ
2006	PRAN
2006	PPSI
2006	PPHMP
2006	PPHM
2006	PPC
2006	PPBI
2006	POWL
2006	POPE
2006	PNTR
2006	PNRG
2006	PNRA
2006	PNQI
2006	PNK
2006	PNFP
2006	PNBK
2006	PMV
2006	PME
2006	PMD
2006	PMCS
2006	PLXS
2006	PLTM
2006	PLPM
2006	PLPC
2006	PLKI
2006	PLBC
2006	PKOH
2006	PKBK
2006	PIRS
2006	PICO
2006	PHMD
2006	PHIIK
2006	PHII
2006	PGTI
2006	PGLC
2006	PGC
2006	PFLT
2006	PFIS
2006	PFIN
2006	PFIE
2006	PFBX
2006	PFBC
2006	PETS
2006	PESI
2006	PERI
2006	PERF
2006	PEIX
2006	PEBO
2006	PEBK
2006	YDIV
2006	PDEX
2006	PDCE
2006	PDBC
2006	PCYO
2006	PCYG
2006	PCOM
2006	PCO
2006	PCMI
2006	PCH
2006	PCBK
2006	PCAR
2006	PBMD
2006	PBIP
2006	PBIB
2006	PBHC
2006	PBCT
2006	PBCP
2006	PATK
2006	PATI
2006	PAGG
2006	PACW
2006	YCB
2006	XTLB
2006	PAAS
2006	XPLR
2006	OXLCO
2006	OXLCN
2006	OXGN
2006	OVLY
2006	OVBC
2006	OVAS
2006	OUTR
2006	OTTR
2006	OTIV
2006	OTEL
2006	OSUR
2006	OSM
2006	OSIR
2006	OSHC
2006	OSBCP
2006	OSBC
2006	ORRF
2006	ORMP
2006	ORIT
2006	ORIG
2006	ORBK
2006	ORBC
2006	OPXAW
2006	OPXA
2006	OPOF
2006	OPHC
2006	ONTY
2006	ONFC
2006	ONEQ
2006	ONCS
2006	ONB
2006	ON
2006	OMEX
2006	OMAB
2006	OLED
2006	OLBK
2006	OIIM
2006	OHRP
2006	OHGI
2006	OHAI
2006	OGXI
2006	OFS
2006	OFLX
2006	ODP
2006	OCLSW
2006	OCLR
2006	OCFC
2006	OCC
2006	OCAT
2006	OBCI
2006	XIV
2006	NYNY
2006	NYMX
2006	NYMTP
2006	NYMTO
2006	NYMT
2006	NXTDW
2006	NXTD
2006	NWSA
2006	NWS
2006	NWLI
2006	NWFL
2006	NWBOW
2006	NVSL
2006	NVIV
2006	NVGN
2006	NVFY
2006	NVEC
2006	NVDQ
2006	NVCN
2006	NVAX
2006	NUROW
2006	NUAN
2006	NTWK
2006	NTRSP
2006	NTRS
2006	NTRI
2006	NTLS
2006	NTK
2006	NTIC
2006	NTES
2006	XELB
2006	NSYS
2006	NSSC
2006	NSIG
2006	NSEC
2006	NRIM
2006	NRCIB
2006	NRCIA
2006	NPBC
2006	NMRX
2006	NLST
2006	NKTR
2006	NKSH
2006	XCRA
2006	NIHD
2006	NICK
2006	NICE
2006	NHTC
2006	NHLD
2006	NGHCZ
2006	NGHCP
2006	NGHCO
2006	NGHC
2006	NFEC
2006	NFBK
2006	NEWTZ
2006	NEWT
2006	NEWS
2006	NEWP
2006	NETE
2006	NEPT
2006	NEON
2006	NEO
2006	NECB
2006	NDSN
2006	NDAQ
2006	XBKS
2006	NBTB
2006	ZNWAA
2006	NBN
2006	NBCP
2006	NBBC
2006	NAVI
2006	NAUH
2006	NATR
2006	NAME
2006	NAII
2006	MZOR
2006	MYRG
2006	MYOS
2006	MYL
2006	MXWL
2006	MU
2006	MTSC
2006	MTGEP
2006	MTEX
2006	MTBCP
2006	MSLI
2006	ZN
2006	MSFG
2006	MSEX
2006	MSCC
2006	MSBF
2006	MRTX
2006	MPET
2006	MPEL
2006	MPB
2006	MPAA
2006	MOFG
2006	MOCO
2006	MNTX
2006	MNST
2006	MNRK
2006	MNOV
2006	MNGA
2006	MNDO
2006	MMSI
2006	MMAC
2006	MLVF
2006	MLNK
2006	MLHR
2006	MLAB
2006	MITL
2006	MITK
2006	WWD
2006	MIFI
2006	MIDD
2006	MICTW
2006	MICT
2006	MHLDO
2006	MHLD
2006	MHGC
2006	MGYR
2006	MGPI
2006	MGLN
2006	MGI
2006	MGEE
2006	MGCD
2006	MFSF
2006	MFNC
2006	METR
2006	WVVIP
2006	MESG
2006	MERC
2006	MEOH
2006	MEIP
2006	MEET
2006	MDXG
2006	WVVI
2006	WVFC
2006	MDVN
2006	MDSY
2006	MDRX
2006	MDM
2006	MDLZ
2006	MDIV
2006	MDGS
2006	MDCA
2006	ZIXI
2006	WTFCW
2006	MCBC
2006	MBVT
2006	MBTF
2006	MBSD
2006	MBRG
2006	MBLX
2006	MBFIP
2006	MBFI
2006	MBCN
2006	WTFCM
2006	MAYS
2006	MAUI
2006	MATR
2006	MAT
2006	MARPS
2006	MARK
2006	MARA
2006	MAR
2006	MAPI
2006	MAMS
2006	LXRX
2006	LWAY
2006	LVNTB
2006	LVNTA
2006	LUNA
2006	LTXB
2006	LTRPB
2006	LTRPA
2006	LTBR
2006	LSCC
2006	LSBK
2006	LSBG
2006	LRAD
2006	LQDT
2006	LPTN
2006	LPSB
2006	LPNT
2006	LPCN
2006	LORL
2006	LOJN
2006	WTFC
2006	LOAN
2006	WTBA
2006	LNCE
2006	LMOS
2006	LMNR
2006	LMCK
2006	LMCB
2006	LMCA
2006	LMBS
2006	LMAT
2006	LLEX
2006	LKQ
2006	LKOR
2006	LKFN
2006	LIVN
2006	LIVE
2006	LITE
2006	LION
2006	LINE
2006	LIME
2006	LILAK
2006	LILA
2006	WSTG
2006	LGND
2006	LGCYP
2006	LGCYO
2006	LFVN
2006	LFUS
2006	LECO
2006	LE
2006	LDRI
2006	LCNB
2006	LBTYK
2006	LBTYB
2006	LBTYA
2006	LBRDK
2006	LBRDA
2006	LBIX
2006	LBIO
2006	LBAI
2006	LAWS
2006	LARK
2006	LANC
2006	LALT
2006	KZ
2006	KWEB
2006	KUTV
2006	KURA
2006	KTOVW
2006	KTOV
2006	KTOS
2006	KRNY
2006	WSFSL
2006	KOSS
2006	KOOL
2006	KNMD
2006	KNDI
2006	WSFS
2006	KLXI
2006	KLOX
2006	KLIC
2006	KINS
2006	KHC
2006	KGJI
2006	KFFB
2006	KERX
2006	KEQU
2006	KELYB
2006	KELYA
2006	KE
2006	KCLI
2006	KCAP
2006	KBAL
2006	KALU
2006	JXSB
2006	JSM
2006	JOUT
2006	JOEZ
2006	JNP
2006	JMBA
2006	JGBB
2006	JCTCF
2006	JCS
2006	JBHT
2006	JAXB
2006	WSCI
2006	JACK
2006	IXYS
2006	WSBF
2006	ITUS
2006	ITIC
2006	ITEQ
2006	WSBC
2006	ITCI
2006	ISM
2006	ISLE
2006	ISHG
2006	ISBC
2006	IRDMB
2006	IRDM
